operational_id,operational_class,expected_high_priority,selection_basis,item_id,source_family,prompt_id,media_id,group_id,source_split,v3_split,image_path,image_sha256,image_sha_basis,prompt_path,prompt_sha256,taxonomy,old_role,old_label,ground_truth,metric_stratum,source_provenance_status,gt_type,gt_source,human_semantic_review_required,formal_v3_evaluation,person_detected,detector_confidence,detector_box_area_ratio,full_view_path,full_view_sha256,crop_view_path,crop_view_sha256,view_count
PFV4_SCREEN_0001,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_SIT_G008_V01,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G008_V01,,PF_P4D_HN_SIT_G008,NEW_SCREEN,V3_SCREEN,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G008_V01.png,00ccbaf63bc11ef1dce71704acd3c0ead60aea57bcfde66b175e78ca1653ae9e,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G008_V01.txt,ebf4d31edd19f8ba167796bd2aa6d318faf1cafcdb6f0c3c2700e35352cf4587,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.6920580267906189,0.03138035927075651,/home/yanbo/net_vlm_person_fallen_v2_optimization/14_person_fallen_v4_operational_freeze/prepared/screen/PFV4_SCREEN_0001/full_scene.jpg,de1d352f0a306f97d2d1fc932ceb9e7418beaf93692013d1d58191d09a4e54f8,/home/yanbo/net_vlm_person_fallen_v2_optimization/14_person_fallen_v4_operational_freeze/prepared/screen/PFV4_SCREEN_0001/person_crop.jpg,b3b3a4c2be2263dc1671323b7a0b03e231cfa30daab3162de020a0e404651d01,2
PFV4_SCREEN_0002,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_SIT_G008_V02,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G008_V02,,PF_P4D_HN_SIT_G008,NEW_SCREEN,V3_SCREEN,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G008_V02.png,6c2628352e038020c20eab2f9b480da1f86ec7bfb32a585335014ee32e067ede,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G008_V02.txt,2d29675cb0d74ef093aa65bbc0c037c1b17bfc3101f19dd1f4cb621a7106dcd3,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.8936722278594971,0.0627643472677004,/home/yanbo/net_vlm_person_fallen_v2_optimization/14_person_fallen_v4_operational_freeze/prepared/screen/PFV4_SCREEN_0002/full_scene.jpg,e8e848b1ac580ca2da1c60d225684872f06fae391e26c50e130feb0f28e0b1d0,/home/yanbo/net_vlm_person_fallen_v2_optimization/14_person_fallen_v4_operational_freeze/prepared/screen/PFV4_SCREEN_0002/person_crop.jpg,1ef38cf8254f78d3e0ed3ddc8af14bec4f3b88516c1831eb52000db8f39a84c7,2
PFV4_SCREEN_0003,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_SIT_G008_V03,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G008_V03,,PF_P4D_HN_SIT_G008,NEW_SCREEN,V3_SCREEN,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G008_V03.png,55ad6dceb0bf5f01a909440ff25d9736e2b540e4ba9ca886434a288f6c6fab0f,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G008_V03.txt,6a8b51ab9f3993b8b29bc4f343b6c17745daf5bd33630a1e6b0a40431936b13b,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.9359662532806396,0.22380132957275944,/home/yanbo/net_vlm_person_fallen_v2_optimization/14_person_fallen_v4_operational_freeze/prepared/screen/PFV4_SCREEN_0003/full_scene.jpg,7a1adc038eaa74a713357d373aafb5c5eba5ed76e14ca4f4ccea45c9361ffd47,/home/yanbo/net_vlm_person_fallen_v2_optimization/14_person_fallen_v4_operational_freeze/prepared/screen/PFV4_SCREEN_0003/person_crop.jpg,067c63800f36775cd8bca61dc8458757da2df67375001f0bc8cf32173a66bddd,2
PFV4_SCREEN_0004,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_SIT_G008_V04,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G008_V04,,PF_P4D_HN_SIT_G008,NEW_SCREEN,V3_SCREEN,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G008_V04.png,bed1a30ed8c85727d47887a170e2a88a2e0d1023e5d1ea0f9b72a25189d27223,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G008_V04.txt,bc604a5f51b5d9baaf8b14a7b36bf8eb4ca2c5fb4b9a0a4be7ef4829bb634531,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.9204745888710022,0.14888723564302955,/home/yanbo/net_vlm_person_fallen_v2_optimization/14_person_fallen_v4_operational_freeze/prepared/screen/PFV4_SCREEN_0004/full_scene.jpg,3b61e4d99ac0ec0622cf8e91e99ba3d8a7345657a00558fab564e9ae5d5c6eab,/home/yanbo/net_vlm_person_fallen_v2_optimization/14_person_fallen_v4_operational_freeze/prepared/screen/PFV4_SCREEN_0004/person_crop.jpg,c1b885d8f211c22c16a7aa9c99439d5447f082cddf7e83af9672497d8599ac52,2
PFV4_SCREEN_0005,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_SIT_G008_V05,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G008_V05,,PF_P4D_HN_SIT_G008,NEW_SCREEN,V3_SCREEN,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G008_V05.png,56b3a88ca2bb8aa39dd70d6218aa92c2329c6fbaecd17a77a8ce62fbeafb7d1f,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G008_V05.txt,853797c9b5bfd3de665eedc38f78bd751b68fc044eeb80e2faf53a451b5817f9,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.898389995098114,0.0786693824159253,/home/yanbo/net_vlm_person_fallen_v2_optimization/14_person_fallen_v4_operational_freeze/prepared/screen/PFV4_SCREEN_0005/full_scene.jpg,006eb06b9f758ac50fe19a5db751635e9cc82150adf4ffabc7a3cb396fbc2cc8,/home/yanbo/net_vlm_person_fallen_v2_optimization/14_person_fallen_v4_operational_freeze/prepared/screen/PFV4_SCREEN_0005/person_crop.jpg,5f5cef3cd719f6ac3011e844067f6b81432793b375a4bc581befe27240fe7cdc,2
PFV4_SCREEN_0006,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_SIT_G009_V01,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G009_V01,,PF_P4D_HN_SIT_G009,NEW_SCREEN,V3_SCREEN,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G009_V01.png,715af5e531aa1dd146f098ddc0fdd24feff64c77f55b7f0e50e78c7d5237b89d,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G009_V01.txt,82d7d1624b7718202602df65efe44f5f18ba3727bb81c906aebab04ed4ee3430,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.9200448393821716,0.07006652640683265,/home/yanbo/net_vlm_person_fallen_v2_optimization/14_person_fallen_v4_operational_freeze/prepared/screen/PFV4_SCREEN_0006/full_scene.jpg,ebdf3b727489d2d451ad14c0b99624b1874c8d11c3ca63b2a934c5afe2331ed1,/home/yanbo/net_vlm_person_fallen_v2_optimization/14_person_fallen_v4_operational_freeze/prepared/screen/PFV4_SCREEN_0006/person_crop.jpg,40a3ea7c7ab3bd0024f064a4cb6df4481e297992be62a51595578313ee5a3995,2
PFV4_SCREEN_0007,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_SIT_G009_V02,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G009_V02,,PF_P4D_HN_SIT_G009,NEW_SCREEN,V3_SCREEN,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G009_V02.png,53f9023ae21e25faff36fc54b4ab09f829ab493a765d518b3ec1fd5cc151a540,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G009_V02.txt,071d8e2dc6a114e49f26f0a05887817ce2128f1e8723cbd5496b410a5c85865b,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.9186552166938782,0.08757485595276025,/home/yanbo/net_vlm_person_fallen_v2_optimization/14_person_fallen_v4_operational_freeze/prepared/screen/PFV4_SCREEN_0007/full_scene.jpg,62640e852474e9837e78ffc06f0e15efc23b8025c37ed611cabc1020b0752bd8,/home/yanbo/net_vlm_person_fallen_v2_optimization/14_person_fallen_v4_operational_freeze/prepared/screen/PFV4_SCREEN_0007/person_crop.jpg,f67bb307728b94fdf02731962b6792f5a6d2125b9779e15c84ace7492ada7eab,2
PFV4_SCREEN_0008,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_SIT_G009_V03,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G009_V03,,PF_P4D_HN_SIT_G009,NEW_SCREEN,V3_SCREEN,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G009_V03.png,f50436177341fd817779c450e1ae445e1e72e2e29a0303da7fc2f5e732bbb9f4,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G009_V03.txt,40bcc44fa6c7f87fea225710ea1ee9a2ec8eac38b1db7da735a50ad0800627b6,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.8904372453689575,0.1977099255282169,/home/yanbo/net_vlm_person_fallen_v2_optimization/14_person_fallen_v4_operational_freeze/prepared/screen/PFV4_SCREEN_0008/full_scene.jpg,d3b59870a9c23debe7d4ecd65e467e49a8796cec60c89b2bf77dd953b85efc03,/home/yanbo/net_vlm_person_fallen_v2_optimization/14_person_fallen_v4_operational_freeze/prepared/screen/PFV4_SCREEN_0008/person_crop.jpg,ef2f4596da5ac967db68920ee630e6438edfe507872c221b66f52306c51ebea4,2
PFV4_SCREEN_0009,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_SIT_G009_V04,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G009_V04,,PF_P4D_HN_SIT_G009,NEW_SCREEN,V3_SCREEN,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G009_V04.png,884b8fa42c94632028f16bae90dfed7082d1c30dcdc0963962b73594f20cab80,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G009_V04.txt,9e607f0b6211303bf2c18cd8044a7944c5c48749ce5510adbacaf611869f4a8b,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.8804506659507751,0.11257326674578104,/home/yanbo/net_vlm_person_fallen_v2_optimization/14_person_fallen_v4_operational_freeze/prepared/screen/PFV4_SCREEN_0009/full_scene.jpg,beb185def73ab12906afae4b6fea1ae4ec577143af7395b86bd1ed95259cabab,/home/yanbo/net_vlm_person_fallen_v2_optimization/14_person_fallen_v4_operational_freeze/prepared/screen/PFV4_SCREEN_0009/person_crop.jpg,6b45aba3238a56bebe3c9650ca5ee8823fe015c1d9ab4d48b5d34c99a710e792,2
PFV4_SCREEN_0010,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_SIT_G009_V05,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G009_V05,,PF_P4D_HN_SIT_G009,NEW_SCREEN,V3_SCREEN,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G009_V05.png,8c542f3379ecb4fda08f24d55b3d425b4183c1a4836b3db0a37207738f4369f5,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G009_V05.txt,e785acf3819e5ce4db138c467f7e9a6c5ff261e83fd61478b1101111864d9c57,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.9136279821395874,0.14681884118809974,/home/yanbo/net_vlm_person_fallen_v2_optimization/14_person_fallen_v4_operational_freeze/prepared/screen/PFV4_SCREEN_0010/full_scene.jpg,16386550b3c1ee66358393053845bd48d7c38db4f708805b62c8e0bfcb53d923,/home/yanbo/net_vlm_person_fallen_v2_optimization/14_person_fallen_v4_operational_freeze/prepared/screen/PFV4_SCREEN_0010/person_crop.jpg,9fda144af4b249907e317e72d3ebdfc2778cd6cc4d2275eb8d631b010ffad50f,2
